"","DBA","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","GRADE","ADDRESS","lon","lat"
"1552","BEACH STREET EATERY","57","BEACH STREET",10013,"7184404636","American","A","57, BEACH STREET, New York, NY",NA,NA
"1553","UNTITLED","99","GANSEVOORT ST",10014,"6466665503","American",NA,"99, GANSEVOORT ST, New York, NY",-74.0088604,40.7396091
"1554","KING BAKERY","90","EAST BROADWAY",10002,"9172156855","Bakery",NA,"90, EAST BROADWAY, New York, NY",-73.9937591,40.71395
"1555","FIVE GUYS FAMOUS BURGERS AND FRIES","296","BLEEKER STREET",10014,"2123679200","Hamburgers","A","296, BLEEKER STREET, New York, NY",NA,NA
"1556","MACAO  RESTAURANT AND BAR","311","CHURCH STREET",10013,"2124318642","Asian","A","311, CHURCH STREET, New York, NY",-74.0039152,40.7196312
"1557","SUBWAY","250","BROADWAY",10007,"2123462533","Sandwiches","A","250, BROADWAY, New York, NY",NA,NA
"1558","HUNAN BISTRO","96","3RD AVE",10003,"7186685271","Chinese","C","96, 3RD AVE, New York, NY",-73.9881383,40.7323512
"1559","COCOA BAR","21","CLINTON STREET",10002,"2126777417","Caf̩/Coffee/Tea","A","21, CLINTON STREET, New York, NY",NA,NA
"1560","MILBANK TWEED HADLEY & MCCLOY","1","CHASE MANHATTAN PLAZA",10005,"2125305375","American","A","1, CHASE MANHATTAN PLAZA, New York, NY",NA,NA
"1561","WOODROWS","43","MURRAY STREET",10007,"2126760300","American","A","43, MURRAY STREET, New York, NY",-74.0090569,40.714219
"1562","PADOCA BAKERY","359","E 68TH ST",10065,"2123004543","Bakery","A","359, E 68TH ST, New York, NY",-73.9579887,40.7654359
"1563","ALPHABET LOUNGE","104","AVENUE C",10009,"3472280290","American",NA,"104, AVENUE C, New York, NY",NA,NA
"1564","CHOP'T","11","WEST   42 STREET",10036,"6468671412","American","A","11, WEST   42 STREET, New York, NY",NA,NA
"1565","PUNTO DE SABOR","1464","ST NICHOLAS AVENUE",10033,"2129282298","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","A","1464, ST NICHOLAS AVENUE, New York, NY",NA,NA
"1566","DUNKIN' DONUTS","728","W 181ST ST",10033,"3474052376","Donuts","A","728, W 181ST ST, New York, NY",-73.9373369,40.8504183
"1567","CARIBBEAN FIESTA","1544","MADISON AVE",10029,"2128311400","Caribbean",NA,"1544, MADISON AVE, New York, NY",-73.9504248,40.7927306
"1568","10TH AVENUE COOKSHOP","156","10 AVENUE",10011,"2129244440","American","A","156, 10 AVENUE, New York, NY",NA,NA
"1569","THE ELK","128","CHARLES ST",10014,"2129334780","American",NA,"128, CHARLES ST, New York, NY",-74.0074042,40.7341429
"1570","MAKE MY CAKE","121","ST NICHOLAS AVENUE",10026,"2129320833","Bakery",NA,"121, ST NICHOLAS AVENUE, New York, NY",NA,NA
"1571","FRASKO DELI","2450","AMSTERDAM AVE",10033,"6465901568","Delicatessen",NA,"2450, AMSTERDAM AVE, New York, NY",NA,NA
"1572","CORRADO BREAD AND PASTRY","960","LEXINGTON AVENUE",10021,"2127741904","Caf̩/Coffee/Tea",NA,"960, LEXINGTON AVENUE, New York, NY",-73.9633281,40.769339
"1573","EASY CORNER RESTAURANT & GRILL","101","WEST  136 STREET",10030,"2122341212","Caribbean","A","101, WEST  136 STREET, New York, NY",NA,NA
"1574","SAHARA'S TURKISH CUISINE","513","2ND AVE",10016,"2125327589","Turkish","A","513, 2ND AVE, New York, NY",NA,NA
"1575","MACARON CAFE","152","W 36TH ST",10018,"2125643525","French",NA,"152, W 36TH ST, New York, NY",-73.9891093,40.7518346
"1576","THE RED CAT","227","10 AVENUE",10011,"2122421122","American",NA,"227, 10 AVENUE, New York, NY",-74.0041907,40.7481259
"1577","BOBBY VAN'S STEAKHOUSE","25","BROAD STREET",10004,"2123448463","Steak",NA,"25, BROAD STREET, New York, NY",-74.0111372,40.7060887
"1578","UMI NO IE","86","EAST    3 STREET",10003,"6466541122","Japanese","A","86, EAST    3 STREET, New York, NY",-73.988214,40.7246645
"1579","GRINI'S BAKERY","645","LENOX AVE",10037,"6469186268","Bakery",NA,"645, LENOX AVE, New York, NY",NA,NA
"1580","JACK STUDIOS","601","WEST   26 STREET",10001,"2123678376","American",NA,"601, WEST   26 STREET, New York, NY",NA,NA
"1581","YAMA RAMEN","60","W 48TH ST",10036,"2128326688","Japanese","Z","60, W 48TH ST, New York, NY",-73.9807428,40.758073
"1582","STARBUCKS","1500","BROADWAY",10036,"2122217515","Caf̩/Coffee/Tea","A","1500, BROADWAY, New York, NY",-73.9856659,40.7567877
"1583","WOK WOK SOUTHEAST ASIAN KITCHEN","11","MOTT ST",10013,"3478255319","Asian","A","11, MOTT ST, New York, NY",NA,NA
"1584","ZEN 6","31","SAINT MARK'S PLACE",10003,"2125336855","Japanese",NA,"31, SAINT MARK'S PLACE, New York, NY",-73.988214,40.7290278
"1585","IL BARETTO","750","11 AVENUE",10019,"2127572270","Italian","A","750, 11 AVENUE, New York, NY",-73.9931724,40.7675196
"1586","LUNETTA PIZZERIA","1162","FIRST AVENUE",10065,"2127588100","Pizza/Italian",NA,"1162, FIRST AVENUE, New York, NY",NA,NA
"1587","AMAZING 66 RESTAURANT","66","MOTT STREET",10013,"2123340099","Chinese",NA,"66, MOTT STREET, New York, NY",-73.9979471,40.7160817
"1588","GRILL FRESH TORTILLAS","573","2ND AVE",10016,"2122529494","Tex-Mex",NA,"573, 2ND AVE, New York, NY",-73.9772981,40.7432971
"1589","RONG TIAM","331","LEXINGTON AVE",10016,"2126828880","Thai","A","331, LEXINGTON AVE, New York, NY",NA,NA
"1590","JING FONG RESTAURANT","20","ELIZABETH STREET",10013,"2129645256","Chinese",NA,"20, ELIZABETH STREET, New York, NY",NA,NA
"1591","TAPOUT FITNESS","1915","3RD AVE",10029,"2123693063","Juice, Smoothies, Fruit Salads",NA,"1915, 3RD AVE, New York, NY",NA,NA
"1592","STAR ON 18TH DINER CAFE","128","10 AVENUE",10011,"2123660994","American","B","128, 10 AVENUE, New York, NY",-74.0062565,40.7444427
"1593","COFFEE SHOP DINER","442","EAST   14 STREET",10009,"2122605842","American",NA,"442, EAST   14 STREET, New York, NY",-73.9807647,40.7303547
"1594","FRESH WHITE SWAN BAKERY","88","E BROADWAY",10002,"2122265333","Bakery","A","88, E BROADWAY, New York, NY",NA,NA
"1595","NEW YORK KIMCHI","18","W 48TH ST",10036,"2122213044","Korean","A","18, W 48TH ST, New York, NY",-73.9793528,40.7574545
"1596","NATUREWORKS RESTAURANT","113","EAST   31 STREET",10016,"2127251411","American","A","113, EAST   31 STREET, New York, NY",NA,NA
"1597","THE STAND","239","3 AVENUE",10003,"2126772600","American",NA,"239, 3 AVENUE, New York, NY",-73.9843661,40.736684
"1598","PIER 66 MARITIME","205207","12 AVENUE",10001,"2129896363","American",NA,"205207, 12 AVENUE, New York, NY",-74.009718,40.752434
"1599","DALLAS BBQ","241","WEST 42 STREET",10036,"2122219000","Barbecue","A","241, WEST 42 STREET, New York, NY",-73.9886248,40.7570673
"1600","NEW YORK STOCK EXCHANGE","11","WALL STREET",10005,"2126564181","American",NA,"11, WALL STREET, New York, NY",-74.0113189,40.7068661
"1601","DUNKIN' DONUTS","49","NASSAU ST",10038,"2126191222","Bagels/Pretzels","A","49, NASSAU ST, New York, NY",-74.0092749,40.7089678
"1602","BLUE SMOKE","116","EAST   27 STREET",10016,"2124477733","American",NA,"116, EAST   27 STREET, New York, NY",-73.983777,40.7421947
"1603","BECCO","355","WEST   46 STREET",10036,"2123977597","Italian","A","355, WEST   46 STREET, New York, NY",-73.9898324,40.760804
"1604","GOTHAM BAR & GRILL","12","EAST   12 STREET",10003,"2126204026","American",NA,"12, EAST   12 STREET, New York, NY",NA,NA
"1605","IGUANA RESTAURANT","240","WEST   54 STREET",10019,"2127655454","Mexican","A","240, WEST   54 STREET, New York, NY",-73.9832105,40.7642063
"1606","ONE MORE THAI","6","CLINTON STREET",10002,"2122288858","Thai","A","6, CLINTON STREET, New York, NY",NA,NA
"1607","BINY","393","CANAL ST",10013,"2123345490","Chinese/Japanese",NA,"393, CANAL ST, New York, NY",NA,NA
"1608","VIV RESTAURANT","717","9TH AVE",10019,"2125815999","Thai",NA,"717, 9TH AVE, New York, NY",-73.9897291,40.7627864
"1609","CAFE BRAVO/ POMODORO PIZZA/PLANET GYRO","94","GREENWICH STREET",10006,"2124064444","American",NA,"94, GREENWICH STREET, New York, NY",-74.013824,40.708121
"1610","CAFE O'","622","3 AVENUE",10017,"2125991560","American",NA,"622, 3 AVENUE, New York, NY",-73.9757026,40.7497769
"1611","HOUSE OF BREWS","302","WEST   51 STREET",10019,"2125417080","American","A","302, WEST   51 STREET, New York, NY",-73.9862398,40.7629472
"1612","VSPOT ORGANIC","12","SAINT MARKS PL",10003,"2122543693","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"12, SAINT MARKS PL, New York, NY",-73.9893159,40.728991
"1613","FILLMORE DELICATESSEN","1668","3RD AVE",10128,"6469129488","Sandwiches/Salads/Mixed Buffet",NA,"1668, 3RD AVE, New York, NY",-73.950844,40.783674
"1614","TXIKITO","240","9 AVENUE",10001,"2122424730","Spanish",NA,"240, 9 AVENUE, New York, NY",NA,NA
"1615","EAST SIDE BAGEL CAFE","1496","1 AVENUE",10075,"2127941655","Bagels/Pretzels","A","1496, 1 AVENUE, New York, NY",-73.9528732,40.7716597
"1616","LA PULPERIA 57","151","E 57TH ST",10022,"9174751001","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","A","151, E 57TH ST, New York, NY",-73.9682882,40.7608166
"1617","CHONG QING XIAO MIAN NOODLE HOUSE","796","9TH AVE",10019,"2125828866","Chinese","A","796, 9TH AVE, New York, NY",-73.9874794,40.7651297
"1618","FUNG TU","22","ORCHARD ST",10002,"2122198785","Chinese",NA,"22, ORCHARD ST, New York, NY",-73.9914222,40.7153336
"1619","PICK A BAGEL","1475","2 AVENUE",10075,"2127174668","Bagels/Pretzels",NA,"1475, 2 AVENUE, New York, NY",-73.9563709,40.7719433
"1620","STARBUCKS","400","EAST 23RD STREET",10010,"2126734213","Caf̩/Coffee/Tea",NA,"400, EAST 23RD STREET, New York, NY",-73.9783656,40.7364905
"1621","HIDEAWAY","185","DUANE STREET",10013,"2123345775","American",NA,"185, DUANE STREET, New York, NY",-74.0102849,40.7175697
"1622","BAKER'S PIZZA","201","AVENUE A",10009,"2127777477","Pizza",NA,"201, AVENUE A, New York, NY",-73.9812812,40.7294338
"1623","LUPITA RESTAURANT","2049","2ND AVE",10029,"6465904202","Mexican","A","2049, 2ND AVE, New York, NY",NA,NA
"1624","THE P INSULA NEW YORK/ CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING","700","FIFTH AVE",10019,"2129562888","American",NA,"700, FIFTH AVE, New York, NY",NA,NA
"1625","VINO LEVANTINO","210","WEST 94TH STREET",10025,"2122803333","Mediterranean","A","210, WEST 94TH STREET, New York, NY",NA,NA
"1626","LE PAIN QUOTIDIEN","1592","1ST AVE",10028,"6466813110","American","A","1592, 1ST AVE, New York, NY",-73.9505889,40.774701
"1627","BAR MISHIMA","212","EAST   52 STREET",10022,"2125881089","Japanese",NA,"212, EAST   52 STREET, New York, NY",-73.9693088,40.756597
"1628","FINNERTY'S","221","2 AVENUE",10003,"2126772655","Bottled beverages, including water, sodas, juices, etc.",NA,"221, 2 AVENUE, New York, NY",-73.9854593,40.7321118
"1629","CHIPOTLE MEXICAN GRILL","1497","3 AVENUE",10028,"6469988241","Mexican","A","1497, 3 AVENUE, New York, NY",NA,NA
"1630","BURGER JOINT","42","BROADWAY",10004,"7007237264","Other",NA,"42, BROADWAY, New York, NY",-74.0126029,40.7059797
"1631","AL HORNO","36","LEXINGTON AVE",10010,"6469645183","Mexican","A","36, LEXINGTON AVE, New York, NY",-73.9845543,40.7400969
"1632","DOMINIQUE ANSEL BAKERY","189","SPRING STREET",10012,"2122192773","French",NA,"189, SPRING STREET, New York, NY",-74.0028912,40.7252362
"1633","SUBWAY","300","W 17TH ST",10011,"2126330300","Sandwiches/Salads/Mixed Buffet",NA,"300, W 17TH ST, New York, NY",-74.0014553,40.7416505
"1634","EMPELLON COCINA","105","1 AVENUE",10003,"2123670999","Mexican",NA,"105, 1 AVENUE, New York, NY",-73.9862398,40.7267784
"1635","BAR NONE","98","3 AVENUE",10003,"2127776663","American","A","98, 3 AVENUE, New York, NY",-73.9881681,40.7324189
"1636","RALPH'S COFFEE","711","5TH AVE",10022,"2123551829","Caf̩/Coffee/Tea","A","711, 5TH AVE, New York, NY",NA,NA
"1637","AUGURS WELL","115","ST MARKS PLACE",10009,"7182497645","American",NA,"115, ST MARKS PLACE, New York, NY",-73.9836228,40.727102
"1638","MEXICAN RESTAURANT","1779","LEXINGTON AVENUE",10029,"2123485981","Mexican","A","1779, LEXINGTON AVENUE, New York, NY",-73.9440417,40.7949072
"1639","TIMESCARE ARTS CENTER THEATRE","300","WEST   43 STREET",10036,"2125867829","American","B","300, WEST   43 STREET, New York, NY",-73.9897434,40.757885
"1640","CRUNCH PIT STOP","1109","2 AVENUE",10022,"2123554787","Juice, Smoothies, Fruit Salads",NA,"1109, 2 AVENUE, New York, NY",-73.9647447,40.76045
"1641","INDIGO INDIAN BISTRO","283","COLUMBUS AVENUE",10023,"2125793900","Indian","A","283, COLUMBUS AVENUE, New York, NY",-73.9779544,40.7782474
"1642","LUNA","121","W 29TH ST",10001,"6468072167","Caf̩/Coffee/Tea","B","121, W 29TH ST, New York, NY",NA,NA
"1643","OTTO'S TACOS","141","SECOND AVE",10003,"6466784018","Mexican",NA,"141, SECOND AVE, New York, NY",-73.9875292,40.7291249
"1644","CAFFE BENE","816","BROADWAY",10003,"2124321688","Caf̩/Coffee/Tea",NA,"816, BROADWAY, New York, NY",NA,NA
"1645","NIKO NIKO SUSHI & BOWL","133","JOHN ST",10038,"2122320152","Japanese",NA,"133, JOHN ST, New York, NY",-74.0050148,40.7071791
"1646","AROMA ESPRESSO BAR","161","WEST   72 STREET",10023,"2125957700","Caf̩/Coffee/Tea",NA,"161, WEST   72 STREET, New York, NY",NA,NA
"1647","VIA EMILIA","47","EAST   21 STREET",10010,"2125053072","Italian","A","47, EAST   21 STREET, New York, NY",-73.9878881,40.7393757
"1648","MARSHALL STACK","6668","RIVINGTON STREET",10002,"2122284667","American","A","6668, RIVINGTON STREET, New York, NY",-73.9863391,40.7194779
"1649","STARBUCKS","2140","BROADWAY",10023,"2125801141","Caf̩/Coffee/Tea",NA,"2140, BROADWAY, New York, NY",-73.9809901,40.7810558
"1650","SUGAR BAR","254","WEST   72 STREET",10023,"2125790222","American","A","254, WEST   72 STREET, New York, NY",-73.9838508,40.7793686
"1651","BEST WESTERN CONVENTION CENTER","522","WEST   38 STREET",10018,"2124051700","American",NA,"522, WEST   38 STREET, New York, NY",-73.998597,40.7574645
"1652","456 RESTAURANT","69","MOTT STREET",10013,"2129640003","Chinese",NA,"69, MOTT STREET, New York, NY",NA,NA
"1653","BEN & JACKS STEAKHOUSE","255","5 AVENUE",10016,"2125327600","Steak",NA,"255, 5 AVENUE, New York, NY",NA,NA
"1654","HIDE CHAN RAMEN","248","EAST   52 STREET",10022,"2128131800","Japanese",NA,"248, EAST   52 STREET, New York, NY",-73.9681839,40.7561477
"1655","GRIMALDI'S","656","6 AVENUE",10010,"6464845665","Pizza",NA,"656, 6 AVENUE, New York, NY",-73.9936868,40.7410804
"1656","JOE COFFEE","330","HUDSON ST",10013,"2122554300","Caf̩/Coffee/Tea",NA,"330, HUDSON ST, New York, NY",-74.0068913,40.7269201
"1657","PARRILLA RESTAURANT","3920","BROADWAY",10032,"2125439500","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",NA,"3920, BROADWAY, New York, NY",-73.9411485,40.8385165
"1658","SPREADHOUSE COFFEE","116","SUFFOLK ST",10002,"3057734249","Caf̩/Coffee/Tea",NA,"116, SUFFOLK ST, New York, NY",NA,NA
"1659","ANASSA TAVERNA","200","E 60TH STREET",10022,"2123715200","American",NA,"200, E 60TH STREET, New York, NY",NA,NA
"1660","CHELSEA PAPAYA","171","WEST   23 STREET",10011,"2123529060","American","A","171, WEST   23 STREET, New York, NY",-73.9952486,40.7441545
"1661","HANK'S JUICY BEEF","86","CHAMBERS ST",10007,"6468288996","Sandwiches","A","86, CHAMBERS ST, New York, NY",-74.0072617,40.7144168
"1662","BAOHAUS","238","EAST   14 STREET",10003,"6466698889","Asian",NA,"238, EAST   14 STREET, New York, NY",-73.9857807,40.7324276
"1663","ORIGINAL SANDWICHES","58A","GREENWICH AVENUE",10011,"2122552237","Sandwiches","A","58A, GREENWICH AVENUE, New York, NY",-74.0006212,40.735938
"1664","ATOMIC WINGS","311","BROADWAY",10007,"2125717667","Chicken",NA,"311, BROADWAY, New York, NY",-74.0054302,40.7156748
"1665","HARBS","198","9TH AVE",10011,"6463366888","Japanese",NA,"198, 9TH AVE, New York, NY",-74.0015476,40.745849
"1666","FLORIDITA RESTAURANT","2276","12 AVENUE",10027,"2126620090","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","A","2276, 12 AVENUE, New York, NY",NA,NA
"1667","PIAZZA PIZZA & GRILL","1530","3 AVENUE",10028,"2128795566","Pizza",NA,"1530, 3 AVENUE, New York, NY",-73.9540815,40.779134
"1668","SOLO PIZZA","27","AVENUE B",10009,"2124207656","Pizza","A","27, AVENUE B, New York, NY",-73.9829462,40.7222599
"1669","RAMEN TAKUMI","1","UNIVERSITY PLACE",10003,"2122292752","Japanese",NA,"1, UNIVERSITY PLACE, New York, NY",-73.9952208,40.730835
"1670","LE PAIN QUOTIDIEN","10","5 AVENUE",10011,"2122532324","Sandwiches","A","10, 5 AVENUE, New York, NY",-73.9965698,40.7324911
"1671","MOTI MAHAL DELUX","1149","1 AVENUE",10065,"2123713535","Indian","A","1149, 1 AVENUE, New York, NY",-73.9604595,40.7620943
"1672","TAQUERIA SAN PEDRO","3662","BROADWAY",10031,"2124912644","Mexican","B","3662, BROADWAY, New York, NY",NA,NA
"1673","CAFE LAFAYETTE","80","LAFAYETTE STREET",10013,"2124062595","Delicatessen","A","80, LAFAYETTE STREET, New York, NY",-74.0021259,40.7171341
"1674","Pizza Guys","3609","BROADWAY",10031,"6465907712","Pizza/Italian",NA,"3609, BROADWAY, New York, NY",NA,NA
"1675","RABBITS","142","SULLIVAN STREET",10012,"2122285141","Caf̩/Coffee/Tea","A","142, SULLIVAN STREET, New York, NY",-74.0020969,40.7270204
"1676","SEXY TACO DIRTY CASH","161","MALCOLM X BLVD",10026,"2122804700","American","B","161, MALCOLM X BLVD, New York, NY",NA,NA
"1677","JEJU NOODLE BAR","679","GREENWICH ST",10014,"6466660947","Korean",NA,"679, GREENWICH ST, New York, NY",-74.007358,40.7329891
"1678","POTBELLY SANDWICH WORKS","150","EAST   44 STREET",10017,"6462894202","American",NA,"150, EAST   44 STREET, New York, NY",-73.9741644,40.7521637
"1679","THE MALT HOUSE","206","THOMPSON STREET",10012,"2122287701","American","A","206, THOMPSON STREET, New York, NY",-73.9993244,40.7285958
"1680","Jaques Brasserie","204","E 85TH ST",10028,"2123272272","French","A","204, E 85TH ST, New York, NY",-73.9541314,40.7779188
"1681","MINCA RAMEN FACTORY","536","EAST    5 STREET",10009,"2125058001","Japanese","C","536, EAST    5 STREET, New York, NY",-73.982949,40.723998
"1682","BELAIRE CAFE","525","EAST   71 STREET",10021,"2126061980","American","A","525, EAST   71 STREET, New York, NY",-73.9524333,40.7659256
"1683","SUBWAY","2793","8TH AVE",10039,"9173785700","Sandwiches","A","2793, 8TH AVE, New York, NY",-73.940586,40.8251892
"1684","PECULIAR PUB","145","BLEECKER STREET",10012,"2123531327","American",NA,"145, BLEECKER STREET, New York, NY",NA,NA
"1685","ONO BOWLS","33","E 8TH ST",10003,"2122542118","Juice, Smoothies, Fruit Salads",NA,"33, E 8TH ST, New York, NY",-73.9943846,40.7314603
"1686","MCGEES PUB","240","WEST   55 STREET",10019,"2129573536","American",NA,"240, WEST   55 STREET, New York, NY",-73.9830476,40.764892
"1687","HARLEM BAR-B-Q","547","LENOX AVE",10037,"9172620990","Barbecue","A","547, LENOX AVE, New York, NY",-73.9400446,40.8158411
"1688","DUNKIN' DONUTS, BASKIN ROBBINS","542","E 14TH ST",10009,"6464845519","Donuts",NA,"542, E 14TH ST, New York, NY",-73.9783992,40.7293478
"1689","HORCHATA","470","AVENUE OF THE AMERICAS",10011,"2122438226","Mexican",NA,"470, AVENUE OF THE AMERICAS, New York, NY",-73.9977961,40.7355572
"1690","AMERICAN RETRO BAR & GRILL","714","11TH AVE",10019,"2122452203","American",NA,"714, 11TH AVE, New York, NY",NA,NA
"1691","STARBUCKS","14","WALL ST",10005,"6465966331","Caf̩/Coffee/Tea","A","14, WALL ST, New York, NY",NA,NA
"1692","VOYA CAFETERIA","230","PARK AVENUE",10169,"2123098465","American","A","230, PARK AVENUE, New York, NY",-73.9761826,40.7543721
"1693","MJ PIZZA","1976","1ST AVE",10029,"2129962866","Pizza",NA,"1976, 1ST AVE, New York, NY",NA,NA
"1694","BOWLMOR CHELSEA PIERS","60","CHELSEA PIERS",10011,"2128352695","American",NA,"60, CHELSEA PIERS, New York, NY",-74.010057,40.7466449
"1695","TAIWAN PORK CHOP HOUSE","3","DOYERS ST",10013,"2127917007","Chinese","A","3, DOYERS ST, New York, NY",NA,NA
"1696","BROOME STREET BAR","363","WEST BROADWAY",10013,"2129252086","American","A","363, WEST BROADWAY, New York, NY",-74.0029053,40.7231568
"1697","MERCI MARKET","350","WEST   42 STREET",10036,"2125609300","Delicatessen",NA,"350, WEST   42 STREET, New York, NY",-73.9923231,40.7578482
"1698","COPPER KETTLE KITCHEN","1471","2ND AVE",10075,"2127441100","American","A","1471, 2ND AVE, New York, NY",-73.95652,40.771876
"1699","TOASTIES","924","3RD AVE",10022,"7183097452","American",NA,"924, 3RD AVE, New York, NY",-73.968425,40.7594525
"1700","BURGER ONE NYC","1150","LEXINGTON AVENUE",10075,"2127370095","American",NA,"1150, LEXINGTON AVENUE, New York, NY",-73.9588243,40.7753957
