"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"2169","EROS AUTHENTIC GREEK CUISIN","447","3RD AVE",10016,"Greek"
"2170","AT THE WALLACE","3612","BROADWAY",10031,"American"
"2171","TEHUITZINGO DELI AND GROCERY","695","10 AVENUE",10036,"Mexican"
"2172","PERSEPOLIS","1407","2 AVENUE",10021,"Mediterranean"
"2173","GENNARO RESTAURANT","665","AMSTERDAM AVENUE",10025,"Italian"
"2174","QUATORZE BISTRO","323","EAST   79 STREET",10075,"French"
"2175","LUPA OSTERIA ROMANA","170","THOMPSON STREET",10012,"Italian"
"2176","CHINA BLUE","451","WASHINGTON ST",10013,"Chinese"
"2177","BRASS MONKEY","55","LITTLE WEST 12 STREET",10014,"American"
"2178","STUDIO CAFE 59","59","CHELSEA PIERS",10011,"Italian"
"2179","TACO BELL","1884","THIRD AVENUE",10029,"Mexican"
"2180","SHAY & IVY","37","W 24TH ST",10010,"American"
"2181","NATSUMI  TAPAS","323","3RD AVE",10010,"Japanese"
"2182","BUDDHA BEER BAR","4476","BROADWAY",10040,"American"
"2183","218 RESTAURANT","218220","GRAND STREET",10013,"Chinese"
"2184","RESTAURANT ANNISA","13","BARROW STREET",10014,"American"
"2185","L'ENCANTO D'LOLA","57","LENOX AVENUE",10026,"Mexican"
"2186","ANAFE SEAFOOD","584","W 207TH ST",10034,"Seafood"
"2187","MAMA'S TOO!","2750","BROADWAY",10025,"Pizza"
"2188","SESSION 73","1359","1 AVENUE",10021,"American"
"2189","DUTCH FREDS","307","W 47TH ST",10036,"American"
"2190","SYLVIA'S RESTAURANT","328","LENOX AVENUE",10027,"Soul Food"
"2191","JUNIOR'S TACOS","253257","SHERMAN AVENUE",10034,"Mexican"
"2192","ARTE RESTAURANT","21","EAST    9 STREET",10003,"Italian"
"2193","TANOSHI BENTO","1372","YORK AVE",10021,"Japanese"
"2194","DYCKMAN BAR","221","DYCKMAN STREET",10034,"American"
"2195","PIO PIO EXPRESS","1746","1 AVENUE",10128,"Peruvian"
"2196","THE ODEON","145","WEST BROADWAY",10013,"French"
"2197","NOM WAH TEA/DIM SUM PALOR","13","DOYERS STREET",10013,"Chinese"
"2198","CAFE TODAY","575","LEXINGTON AVENUE",10022,"American"
"2199","Angus Club Steakhouse","135","E 55TH ST",10022,"American"
"2200","GRACIE-MEWS RESTAURANT","1550","1 AVENUE",10028,"American"
"2201","CROCODILE LOUNGE","325","EAST   14 STREET",10003,"Pizza"
"2202","TIAA-CREF CAFETERIA","730","3 AVENUE",10017,"American"
"2203","GRAND CAFE (Metropolitan Hospital)","1901","2 AVENUE",10029,"American"
"2204","THE TOOL BOX","1742","2 AVENUE",10128,"American"
"2205","DUNKIN' DONUTS, BASKIN ROBBINS","355","3 AVENUE",10010,"Donuts"
"2206","GIARDINO D'ORO","5","GOLD STREET",10038,"Italian"
"2207","MAISON KAYSER","1400","BROADWAY",10018,"French"
"2208","COWGIRL HALL OF FAME","519","HUDSON STREET",10014,"Tex-Mex"
"2209","LENA'S ITALIAN KITCHEN","551","2ND AVE",10016,"Italian"
"2210","THE STANDARD EAST VILLAGE","25","COOPER SQUARE",10003,"American"
"2211","CANDLE 79 RESTAURANT","154","EAST   79 STREET",10075,"Vegetarian"
"2212","BON VIVANT NEW YORK","238","E 58TH ST",10022,"Caf̩/Coffee/Tea"
"2213","JOE AND THE JUICE","666","3RD AVE",10017,"Juice, Smoothies, Fruit Salads"
"2214","CARNEGIE CUP CAFE","1080","PARK AVE",10128,"Caf̩/Coffee/Tea"
"2215","HARRY CIPRIANI","781","5 AVENUE",10022,"Italian"
"2216","DARLING COFFEE","4961","BROADWAY",10034,"Caf̩/Coffee/Tea"
"2217","HOTEL CENTRAL FIFTH AVENUE","13","W 45TH ST",10036,"Continental"
"2218","STARBUCKS","77","WEST  125 STREET",10027,"Caf̩/Coffee/Tea"
"2219","KAIA WINE BAR","1614","3 AVENUE",10128,"African"
"2220","SAMMY'S STEAKHOUSE","155157","CHRISTIE ST.",10002,"Steak"
"2221","HARMONI","151","NAGLE AVE",10040,"Spanish"
"2222","ISTANBUL KEBAB HOUSE","712","9TH AVE",10019,"Turkish"
"2223","FRESH LEAF","58","W 36TH ST",10018,"American"
"2224","FIKA","66","PEARL STREET",10004,"Scandinavian"
"2225","GRASSROOT TAVERN","20","ST MARKS PLACE",10003,"American"
"2226","VILLA CEMITA","50","AVENUE A",10009,"Mexican"
"2227","PIZZA PETE'S","528","COLUMBUS AVENUE",10024,"Pizza"
"2228","TOBY'S ESTATE COFFEE","0","BROADWAY PLAZA",10036,"Other"
"2229","CHORUS MUSIC STUDIO/ CHORUS KARAOKE LOUNGE BAR","25","WEST   32 STREET",10001,"Korean"
"2230","EARTH CAFE","2580","BROADWAY",10025,"American"
"2231","AJISAI","795","LEXINGTON AVENUE",10065,"Japanese"
"2232","''W'' CAFE","390","5TH AVE",10018,"American"
"2233","JENNIFER CAFE","67","1 AVENUE",10003,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2234","STONE CREEK","140","EAST   27 STREET",10016,"American"
"2235","LEON BAKERY","695","9 AVENUE",10036,"Bakery"
"2236","PARNELL'S PUB","350","EAST   53 STREET",10022,"Irish"
"2237","BUTTERFIELD MARKET","170","EAST   70 STREET",10021,"Caf̩/Coffee/Tea"
"2238","PORSENA","2123","EAST    7 STREET",10003,"Italian"
"2239","THE LOOP","173","3RD AVE",10003,"Chinese/Japanese"
"2240","B&W DELI GROCERY","373","west 34th st",10001,"American"
"2241","LITTLE CUPCAKE BAKE SHOP","30","PRINCE STREET",10012,"Bakery"
"2242","KIKI'S","130","DIVISION ST",10002,"Greek"
"2243","QUALITY EATS","19","GREENWICH AVE",10014,"American"
"2244","JIMBO'S","284","LENOX AVE",10027,"Hamburgers"
"2245","WENDY'S","20","E 14TH ST",10003,"Hamburgers"
"2246","GAETANA'S CUCINA ITALIANA","143","CHRISTOPHER STREET",10014,"Italian"
"2247","COCO FRESH TEA & JUICE","38","LEXINGTON AVENUE",10010,"Caf̩/Coffee/Tea"
"2248","PANERA BREAD","304","PARK AVE S",10010,"American"
"2249","P.J. CLARKE'S ON THE HUDSON","4","WORLD FINANCIAL CENTER",10281,"American"
"2250","La Dinastia Latin-Chinese Cuisine","145","W 72ND ST",10023,"Chinese/Cuban"
"2251","UNCLE NICKS","747","9 AVENUE",10019,"Mediterranean"
"2252","WING WAH","2308","1 AVENUE",10035,"Chinese"
"2253","LA DINASTIA","4059","BROADWAY",10032,"Chinese/Cuban"
"2254","STARBUCKS #48990","125","SAINT MARKS PL",10009,"Caf̩/Coffee/Tea"
"2255","GONG CHA","72","BAYARD ST",10013,"Caf̩/Coffee/Tea"
"2256","APERITIVO DI PALMA","30","CORNELIA ST",10014,"American"
"2257","DAVE'S TAVERN","574","9 AVENUE",10036,"American"
"2258","SIMPLY NATURAL","482","WEST   43 STREET",10036,"Juice, Smoothies, Fruit Salads"
"2259","PATZERIA'S PERFECT PIZZA","231","WEST   46 STREET",10036,"Pizza"
"2260","AUNT JAKES","47","WEST    8 STREET",10011,"American"
"2261","CARLO'S BAKERY","625","8TH AVE",10018,"Bakery"
"2262","WAY POINT","65","LUDLOW ST",10002,"Caf̩/Coffee/Tea"
"2263","COLUMBUS GOURMET FOOD","261","COLUMBUS AVE STORE #2",10023,"American"
"2264","PERA SOHO","54","THOMPSON STREET",10012,"Turkish"
"2265","GO ZEN RESTAURANT","144","W 4TH ST",10012,"Asian"
"2266","HUDSON FOOD COURT","333","HUDSON STREET",10013,"American"
"2267","GG's","511","E 5TH ST",10009,"American"
"2268","ANA'S PASTRY SHOP","701","WEST  180 STREET",10033,"Bakery"
"2269","KESTE PIZZA & VINO","271","BLEECKER STREET",10014,"Pizza"
"2270","MIMIS RESTAURANT & BAR","984","SECOND AVENUE",10022,"Italian"
"2271","ARIANA KEBAB HOUSE","787","9 AVENUE",10019,"Afghan"
"2272","RISTORANTE LUNA","115","MULBERRY STREET",10013,"Italian"
"2273","KUMO SUSHI","214","1 AVENUE",10009,"Japanese"
"2274","FRESH & CO.","127","E. 60TH ST",10022,"Sandwiches/Salads/Mixed Buffet"
"2275","BARCIBO ENOTECA","2020","BROADWAY",10023,"Tapas"
"2276","LUKE'S BAR & GRILL","1394","THIRD AVENUE",10075,"American"
"2277","The Pho Restaurant","127","E 23RD ST",10010,"Asian"
"2278","LECHONERA TROPICAL & GRILL","172","EAST  103 STREET",10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"2279","EL PARADOR CAFE","325","EAST   34 STREET",10016,"Mexican"
"2280","BONDURANTS","303","E 85TH ST",10028,"American"
"2281","2BEANS","1000S","8TH AVE",10019,"Caf̩/Coffee/Tea"
"2282","NINJA GRILL","103","ESSEX ST",10002,"Japanese"
"2283","MEATBALL OBSESSION","510","AVENUE OF THE AMERICAS",10011,"Italian"
"2284","MIYAKO SUSHI","642","AMSTERDAM AVE",10025,"Japanese"
"2285","JAMBA JUICE","500","5 AVENUE",10110,"Juice, Smoothies, Fruit Salads"
"2286","VILLAGE EAST CINEMAS","181","2 AVENUE",10003,"American"
"2287","STICKY'S FINGER JOINT","484","3RD AVE",10016,"Chicken"
"2288","ALMAYASS","24","EAST   21 STREET",10010,"Middle Eastern"
"2289","MCDONALD'S","429","7 AVENUE",10001,"Hamburgers"
"2290","METROPOLITAN OPERA","0","LINCOLN CENTER PLAZA",10023,"American"
"2291","NUSRET STEAKHOUSE","51","W 52ND ST",10019,"Other"
"2292","SHAKE SHACK","51","ASTOR PL",10003,"Hamburgers"
"2293","SARAVANA BHAVAN","413","AMSTERDAM AVENUE",10024,"Vegetarian"
"2294","DUNKIN DONUTS","309","W 57TH ST",10019,"Donuts"
"2295","CAFE ESPANOL","172","BLEECKER STREET",10012,"Spanish"
"2296","MCDONALD'S","1499","3RD AVE",10028,"American"
"2297","CHINA WOK","454","LENOX AVENUE",10037,"Chinese"
"2298","KUSTORY KABAB","126","LEXINGTON AVE",10016,"Indian"
"2299","DANISH GOURMET GRILL","721","2ND AVE",10016,"Sandwiches/Salads/Mixed Buffet"
"2300","OLD SICHUAN CUISINE","65","BAYARD STREET",10013,"Chinese"
"2301","MEZZE BAR","691","9 AVENUE",10036,"Mediterranean"
"2302","THE LOEB BOATHOUSE CENTRAL PARK","0","E 72ST CENTRAL PK DRIVE NORTH",10021,"American"
"2303","HAPPY BOWLS","61","4TH AVE",10003,"Juice, Smoothies, Fruit Salads"
"2304","JIMBOS HAMBURGER","3869","10 AVENUE",10034,"Hamburgers"
"2305","JACOB'S PICKLES","509","AMSTERDAM AVENUE",10024,"American"
"2306","DUNKIN' DONUTS","525","LENOX AVENUE",10037,"Donuts"
"2307","MEE NOODLE SHOP","795","9TH AVE",10019,"Chinese"
"2308","JOHNNY KAKS","2453","ADAM CLAYTON POWELL JR BLVD",10030,"Caribbean"
"2309","TRYON PUBLIC HOUSE","4740","BROADWAY",10040,"American"
"2310","HAYATY","103","AVENUE A",10009,"Middle Eastern"
"2311","MADISON DELI","420","MADISON AVENUE",10017,"American"
"2312","NO. 7 SUB","1188","BROADWAY",10001,"Sandwiches"
"2313","ROSA MEXICANO","9","EAST   18 STREET",10003,"Mexican"
"2314","BLUESTONE LANE","30","CARMINE ST",10014,"Other"
"2315","NUM PANG SANDWICH SHOP","75","BROAD ST",10004,"Asian"
"2316","CHIPOTLE MEXICAN GRILL","854","8 AVENUE",10019,"Mexican"
"2317","PROFIT CHINESE RESTAURANT","538","2 AVENUE",10016,"Chinese"
"2318","GRILL ON THE HILL","1624","AMSTERDAM AVE",10031,"American"
"2319","SUBWAY","314","WEST   58 STREET",10019,"Sandwiches"
"2320","L'ANGOLO RISTORANTE","190A","DUANE ST",10013,"Italian"
"2321","Feile","133","WEST   33 STREET",10001,"American"
"2322","BUBBLE COOL","559","MAIN ST",10044,"Caf̩/Coffee/Tea"
"2323","BLAKE & TODD","7","WEST   47 STREET",10036,"Delicatessen"
"2324","GRAMERCY GRILL","32","LEXINGTON AVENUE",10010,"American"
"2325","MIKE'S BAGELS","4003","BROADWAY",10032,"Bagels/Pretzels"
"2326","MANGIA","22","WEST   23 STREET",10010,"Italian"
"2327","MOCHA BURGER","496","LAGUARDIA PL",10012,"Jewish/Kosher"
"2328","SUSHI PARA 88","212","W 14TH ST",10011,"Japanese"
"2329","TEMPEST BAR","407","8 AVENUE",10001,"Irish"
"2330","BRAZEN FOX KITCHEN AND BAR","106","3RD AVE",10003,"American"
"2331","MANHATTAN VALLEY","2636","BROADWAY",10025,"Indian"
"2332","ILMULINO","37","EAST   60 STREET",10022,"Italian"
"2333","LUPE'S EAST L.A. KITCHEN","110","AVENUE OF THE AMERICAS",10013,"Mexican"
"2334","THE HEIGHTS BAR & GRILL","2867","BROADWAY",10025,"Tex-Mex"
"2335","SWEET MOMENT","106","MOTT ST",10013,"Caf̩/Coffee/Tea"
"2336","FRANK'S TRATTORIA","371","1 AVENUE",10010,"Pizza/Italian"
"2337","PIZZA MARKET","832","6TH AVE",10001,"Pizza"
"2338","LA VILLETTA","398","E 52ND ST",10022,"Italian"
"2339","LA OAXAQUENA RESTAURANT","1969","AMSTERDAM AVENUE",10032,"Mexican"
"2340","POKE JUNKE","38","W 38TH ST",10018,"Chinese"
"2341","ROSA MEXICANO","1063","FIRST AVENUE",10022,"Mexican"
"2342","KUNG FU TEA","234","CANAL ST",10013,"Juice, Smoothies, Fruit Salads"
"2343","BLOOM'S TAVERN","208","EAST 58 STREET",10022,"American"
"2344","PARIS BAGUETTE","575","8TH AVE",10018,"Caf̩/Coffee/Tea"
"2345","LOI ESTIATORIO","132","W 58TH ST",10019,"Greek"
"2346","PEKING KITCHEN II","2162","8 AVENUE",10026,"Chinese"
"2347","ANATOLIA MEDITERRANEAN CUISINE","401","EAST   62 STREET",10065,"Mediterranean"
"2348","PARAMOUNT BAR & GRILL","235","WEST   46 STREET",10036,"American"
"2349","BOWLMOR LANE","222","WEST   44 STREET",10036,"American"
"2350","VALBELLA N.Y.","421","WEST   13 STREET",10014,"Italian"
"2351","INTERNATIONAL WINGS FACTORY","1762","FIRST AVENUE",10128,"American"
"2352","INTERCONTINENTAL BANQUET KITCHEN NEW YORK BARCLAY","111","E 48TH ST",10017,"Other"
"2353","2 BRO'S PIZZA","601","6TH AVE",10011,"Pizza"
"2354","GMT TAVERN","142","BLEECKER STREET",10012,"American"
"2355","DUNKIN' DONUTS","75","CHRISTOPHER STREET",10014,"Donuts"
"2356","INDIGO INDIAN CUISINE","357","EAST   50 STREET",10022,"Indian"
"2357","SERAFINA TRIBECA","113","READE ST",10013,"Italian"
"2358","2BEANS","254","PARK AVE S",10010,"Caf̩/Coffee/Tea"
"2359","LIBERTADOR","1725","2 AVENUE",10128,"Spanish"
"2360","SUBWAY CAFE","351","W 42ND ST",10036,"Sandwiches"
"2361","CASITA","681","WASHINGTON ST",10014,"Spanish"
"2362","DONG CHUN HONG CHINESE RESTAURANT","312","5 AVENUE",10001,"Chinese"
"2363","TOWER'S CAFE","506","LENOX AVENUE",10037,"American"
"2364","MAGURO SUSHI","160","EAST   28 STREET",10016,"Japanese"
"2365","SUN SHINE SEAFOOD RESTAURANT","27","DIVISION ST",10002,"Chinese"
"2366","ABITINO'S PIZZA","936","2 AVENUE",10022,"Pizza"
"2367","88 PALACE RESTAURANT","88","EAST BROADWAY",10002,"Chinese"
"2368","SARABETH","424","5 AVENUE",10018,"American"
"2369","EL PORTON BAR & RESTAURANT","3151","BROADWAY",10027,"Mexican"
"2370","VIRGOLA","28","GREENWICH AVE",10011,"Italian"
"2371","BLUE DOG CAFE","155","W 56TH ST",10019,"Caf̩/Coffee/Tea"
"2372","FORGTMENOT","138","DIVISION STREET",10002,"American"
"2373","SAGGIO RESTAURANT","829","WEST  181 STREET",10033,"Italian"
"2374","HANG LUNG PICA POLLO","1608","SAINT NICHOLAS AVE",10040,"Chinese"
"2375","OBICA MOZZARELLA BAR","928","BROADWAY",10010,"Italian"
"2376","CHEZ ALAIN RESTAURAUNT","2046","7TH AVE",10027,"African"
"2377","EISENBERG'S SANDWICH SHOP","174","5 AVENUE",10010,"Sandwiches"
"2378","DUO TIAN BAKERY","118","ELDRIDGE STREET",10002,"Bakery"
"2379","THE BEEKMAN","15","BEEKMAN STREET",10038,"Irish"
"2380","DA MARINO RESTAURANT","220","W 49TH ST",10019,"Italian"
"2381","BOMBAY MASALA","148","WEST   49 STREET",10019,"Indian"
"2382","NEW YORK UNIVERSITY - COLLEGE OF DENTISTRY","345","EAST   24 STREET",10010,"American"
"2383","RARE BAR & GRILL","303","LEXINGTON AVENUE",10016,"American"
"2384","PRODUCERS LOUNGE","358","WEST   44 STREET",10036,"American"
"2385","D ELICI","71","NASSAU ST",10038,"American"
"2386","PRET A MANGER","485","7 AVENUE",10018,"Sandwiches"
"2387","DOS TOROS TAQUERIA","137","4 AVENUE",10003,"Mexican"
"2388","PETIT POULET","52","WEST   33 STREET",10001,"French"
"2389","CHICKY'S ON 86","355","E 86TH ST",10028,"Chicken"
"2390","DR SMOOD","181","E HOUSTON ST",10002,"American"
"2391","9TEN RESTAURANT","910","7TH AVE",10019,"American"
"2392","MURPHY'S PUB & RESTAURANT","977","2 AVENUE",10022,"Irish"
"2393","PIZZERIA SIRENETTA","568","AMSTERDAM AVE",10024,"Pizza"
"2394","MCDONALD'S","148","WEST 125 ST",10027,"Hamburgers"
"2395","CRIMINAL COURT BLDG CAFETERIA","100","CENTRE STREET",10013,"American"
"2396","LUIGI'S PIZZA","2127","AMSTERDAM AVE",10032,"Pizza"
"2397","WOK TO WALK","684","3RD AVE",10017,"Asian"
"2398","Cascalote Latin Bistro","2126","2ND AVENUE",10029,"Mexican"
"2399","MERMAID INN","96","2 AVENUE",10003,"Seafood"
"2400","STILLWATER BAR & GRILL","7880","EAST    4 STREET",10003,"American"
