"","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION"
"4556","THE DUCK","2171","2 AVENUE",10029,"American"
"4557","BOB'S YOUR UNCLE","929","COLUMBUS AVE",10025,"Bottled beverages, including water, sodas, juices, etc."
"4558","HOP HOUSE HARLEM","2224","FREDERICK DOUGLASS BLVD",10026,"Pizza"
"4559","MENTOKU","744","9TH AVE",10019,"Japanese"
"4560","BONCHON","104","JOHN STREET",10038,"Chicken"
"4561","INDIAN ROAD CAFE","600","WEST  218 STREET",10034,"American"
"4562","LENWICH","613","9TH AVE",10036,"American"
"4563","MARIELLA PIZZA","965","LEXINGTON AVENUE",10021,"Pizza"
"4564","CAFE KABILA","250","W 39TH ST",10018,"American"
"4565","MAISON KAYSER","355","GREENWICH ST",10013,"Bakery"
"4566","STARBUCKS COFFEE","805","COLUMBUS AVENUE",10025,"Caf̩/Coffee/Tea"
"4567","ROAST KITCHEN","209","W 57TH ST",10019,"American"
"4568","FINANCIER PATISSERIE","90","NASSAU STREET",10038,"Caf̩/Coffee/Tea"
"4569","SUBWAY","555","WEST   42 STREET",10036,"Sandwiches/Salads/Mixed Buffet"
"4570","CAFE BISTRO","312","WEST   34 STREET",10001,"American"
"4571","STARBUCKS","78","SPRING STREET",10012,"Caf̩/Coffee/Tea"
"4572","AUNT JAKES","151","MULBERRY ST",10013,"Italian"
"4573","TEA AND SYMPATHY","108","GREENWICH AVENUE",10011,"English"
"4574","V {iv} Thai Restaurant & Bar","138","EAST   34 STREET",10016,"Thai"
"4575","DOS CAMINOS","675","HUDSON STREET",10014,"Mexican"
"4576","BUTTERFIELD EXPRESS","1102","LEXINGTON AVENUE",10075,"Bakery"
"4577","THE SPOT","719","2ND AVE",10016,"Asian"
"4578","DILL AND PARSLEY","829","3RD AVE",10022,"Mediterranean"
"4579","GOSSIPS","733","9 AVENUE",10019,"American"
"4580","EUROPA CAFE","3","TIMES SQUARE",10036,"Sandwiches/Salads/Mixed Buffet"
"4581","THE ALHAMBRA BALL ROOM","2116","ADAM CLAYTON POWELL BOULEVARD",10027,"American"
"4582","TACO BELL PIZZA HUT EXPRESS","173","EAST  116 STREET",10029,"Pizza"
"4583","AIRS CHAMPAGNE PARLOR","127","MACDOUGAL ST",10012,"French"
"4584","ALGONQUIN HOTEL","59","WEST   44 STREET",10036,"American"
"4585","OSTERIA AL DODGE","142","WEST   44 STREET",10036,"Italian"
"4586","Recolte","300","AMSTERDAM AVE",10023,"Bakery"
"4587","CAFFE BENE","39","W 32ND ST",10001,"Caf̩/Coffee/Tea"
"4588","OPEN HOUSE","244","EAST HOUSTON STREET",10002,"American"
"4589","JERUSALEM CAFE","35","WEST   36 STREET",10018,"Jewish/Kosher"
"4590","L.A. GOURMET","111","E 58TH ST",10022,"American"
"4591","NHA TRANG RESTAURANT","87","BAXTER STREET",10013,"Vietnamese/Cambodian/Malaysia"
"4592","BOB'S DISCOUNT FURNITURE CAFE","517","EAST  117 STREET",10035,"Caf̩/Coffee/Tea"
"4593","KFC","242","E 14TH ST",10003,"Chicken"
"4594","STARBUCKS","1542","3RD AVE",10028,"Caf̩/Coffee/Tea"
"4595","PREVITI PIZZA","122","EAST   41 STREET",10017,"Pizza"
"4596","B & D HALAL RESTAURANT","163","W 29TH ST",10001,"African"
"4597","BLOCKHEAD'S MEXICAN DINER","954","2 AVENUE",10022,"Mexican"
"4598","KAZUNORI","15","W 28TH ST",10001,"Japanese"
"4599","WHISKEY TOWN","29","EAST    3 STREET",10003,"American"
"4600","FLORIDITA RESTAURANT UPTOWN 2 INC","3856","10 AVENUE",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4601","NY FROST FACTORY","106","MACDOUGAL ST",10012,"Ice Cream, Gelato, Yogurt, Ices"
"4602","ARTS AND CRAFTS BEER PARLOR","26","W 8TH ST",10011,"American"
"4603","CANTON LOUNGE","70","MOTT ST",10013,"Chinese"
"4604","WORLD YACHT - ST. CHARLES","0","W 41ST ST",10019,"American"
"4605","POTBELLY SANDWICH WORKS","101","MAIDEN LANE",10038,"Sandwiches"
"4606","ANGELO'S PIZZERIA","117","WEST   57 STREET",10019,"Pizza"
"4607","POST BILLIARDS CAFE","154","POST AVENUE",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4608","ROAST KITCHEN","870","BROADWAY",10003,"American"
"4609","DONNYBROOK","3739","CLINTON STREET",10002,"Irish"
"4610","THE GEORGIAN SUITE KITCHEN",".1-A","EAST 77 ST",10021,"Continental"
"4611","PARADIS TO GO","114","4 AVENUE",10003,"American"
"4612","MAMOUN FALAFEL","119","MACDOUGAL STREET",10012,"Middle Eastern"
"4613","KENKA","25","ST MARKS PLACE",10003,"Japanese"
"4614","CHIRPING CHICKEN","355","AMSTERDAM AVENUE",10024,"Chicken"
"4615","FELIX","340","WEST BROADWAY",10013,"French"
"4616",NA,"230","GRAND ST",10013,"Other"
"4617","THINK COFFEE","350","BROADWAY",10013,"Caf̩/Coffee/Tea"
"4618","T-SWIRL CREPE","2","MOTT ST",10013,"Japanese"
"4619","DUNKIN' DONUTS","2264","FREDERICK DOUGLASS BLVD",10027,"American"
"4620","MANNA'S RESTAURANT","2353","8 AVENUE",10027,"Soul Food"
"4621","ZUCCHERO E POMODORI","1435","2ND AVE",10021,"Italian"
"4622","SPECIAL ATTENTION","325","EAST HOUSTON STREET",10002,"American"
"4623","DUMPLING MAN","100","SAINT MARKS PL",10009,"Chinese"
"4624","NAYA MEZZE & GRILL","1057","2 AVENUE",10022,"Middle Eastern"
"4625","JUSTINO'S PIZZERIA","77","PEARL ST",10004,"Pizza/Italian"
"4626","THE FULL SHILLING","160","PEARL STREET",10005,"Irish"
"4627","WOK CHI","918","3RD AVE",10022,"Chinese"
"4628","CAFE GRUMPY","200","W 39TH ST",10018,"Caf̩/Coffee/Tea"
"4629","PICK-A-BAGEL","251","MURRAY STREET",10282,"American"
"4630","HONEST CHOPS BURGERS","99","MACDOUGAL ST",10012,"Hamburgers"
"4631","AMOR CUBANO","2018","3 AVENUE",10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4632","JOY CURRY & TANDOOR","148","EAST   46 STREET",10017,"Indian"
"4633","2ND AVE DELI","162","EAST 33 STREET",10016,"Jewish/Kosher"
"4634","JEKYLL AND HYDE","91","7TH AVE S",10014,"American"
"4635","CAFE EIGHTY TWO","2282","BROADWAY",10024,"American"
"4636","CAFE ANGELIQUE EXPRESS","575","BROADWAY",10012,"Caf̩/Coffee/Tea"
"4637","EMERALD INN","250","W 72ND ST",10023,"Irish"
"4638","GRAMERCY KITCHEN","184","3RD AVE",10003,"American"
"4639","CLAY","25","WEST   14 STREET",10011,"American"
"4640","THAILAND RESTAURANT","856","10 AVENUE",10019,"Thai"
"4641","BIBI BUBBLE TEA","65","W 8TH ST",10011,"Chinese"
"4642","FORMOSA CAFE","34","ELDRIDGE ST",10002,"Asian"
"4643","PRET A MANGER","350","PARK AVE",10022,"American"
"4644","UNCLE CHARLIE","139","EAST 45 STREET",10017,"American"
"4645","SOHO SUSHI","231","SULLIVAN STREET",10012,"Japanese"
"4646","LA CANTINA ECUA-MEX BAR & BILLIARD","3454","BROADWAY",10031,"Mexican"
"4647","SUBWAY","157","W 117TH ST",10026,"Sandwiches"
"4648","SISTINA","24","E 81ST ST",10028,"Italian"
"4649","SOPHIE'S CUBAN CUISINE","21","WEST   45 STREET",10036,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4650","FUJI EAST","455","MAIN ST",10044,"Other"
"4651","TEADO TEA SHOP","145D","HESTER STREET",10002,"Caf̩/Coffee/Tea"
"4652","HAUS","285","W BROADWAY",10013,"American"
"4653","THE RICKEY COCKTAIL LOUNGE","210","W 55TH ST",10019,"American"
"4654","THE NUGGET SPOT","230","EAST 14 STREET",10003,"Chicken"
"4655","JPMC CAFETERIA","383","MADISON AVENUE",10179,"American"
"4656","MAISON KAYSER","1535","3RD AVE",10028,"Bakery"
"4657","JUST SALAD","90","BROAD ST",10004,"Salads"
"4658","THE HIDEAWAY SEAPORT","22","PECK SLIP",10038,"American"
"4659","TAVERN ON THE THIRD","380","3 AVENUE",10016,"American"
"4660","CREATIVE EDGE CATERERS","110","BARROW STREET",10014,"American"
"4661","EUROPA CAFE","205","WEST   57 STREET",10019,"American"
"4662","KEKI MODERN CAKES","79","MOTT ST",10013,"Bakery"
"4663","TASTY CAFE","2062","BROADWAY",10023,"American"
"4664","MIRA SUSHI","46","WEST   22 STREET",10010,"Japanese"
"4665","ROSIE'S","29","E 2ND ST",10003,"Mexican"
"4666","MIKE'S BISTRO","127","E 54TH ST",10022,"Jewish/Kosher"
"4667","DOWNTOWN IGGY'S","132","LUDLOW STREET",10002,"American"
"4668","CAFE AKA","330","EAST   56 STREET",10022,"American"
"4669","AUGUST","791","LEXINGTON AVE",10065,"American"
"4670","LOVE CAFE","283","PLEASANT AVENUE",10029,"American"
"4671","DESNUDA","122","EAST    7 STREET",10009,"Mexican"
"4672","VIVI BUBBLE TEA","49","BAYARD STREET",10013,"Caf̩/Coffee/Tea"
"4673","SUBWAY AND PIZZA CAFE","765","8TH AVE",10036,"American"
"4674","CHOP'T","80","PINE STREET",10005,"Salads"
"4675","FRYGUYS","150","E 2ND ST",10009,"American"
"4676","DEATH & CO","433","EAST    6 STREET",10009,"American"
"4677","CHOP'T","345","AMSTERDAM AVE",10024,"Salads"
"4678","THE WEBSTER APARTMENTS","419","WEST 34 STREET",10001,"American"
"4679","NINO'S RESTAURANT","1354","1 AVENUE",10021,"Italian"
"4680","La Grata","1260","AMSTERDAM AVE",10027,"Italian"
"4681","TROPICAL GRILL RESTAURANT","2145-2151","ADAM CLAYTON POWEL BLVD",10027,"Spanish"
"4682","MONARCH GILDED LILY / KOLA H","408","W 15TH ST",10011,"American"
"4683","MIKADO BISTRO","525","6 AVENUE",10011,"Japanese"
"4684","LA FONDA RESTAURANT AND TAPAS BAR","169","EAST  106 STREET",10029,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4685","FERRARA'S","195","GRAND STREET",10013,"Bakery"
"4686","STARBUCKS","205","WEST   34 STREET",10001,"Caf̩/Coffee/Tea"
"4687","PAQUITOS","143","1 AVENUE",10003,"Mexican"
"4688","IL MULINO","86","WEST    3 STREET",10012,"Italian"
"4689","TURTLE BAY GRILL AND LOUNGE","987","2 AVENUE",10022,"American"
"4690","EASTVILLE COMEDY CLUB","85","EAST    4 STREET",10003,"American"
"4691","BEN & JERRY'S","2720","BROADWAY",10025,"Ice Cream, Gelato, Yogurt, Ices"
"4692","THE CHIPPED CUP","3610","BROADWAY",10031,"Caf̩/Coffee/Tea"
"4693","THE KIOSK","7680","EAST  116 STREET",10029,"Moroccan"
"4694","STUYVESANT ORGANIC","536","E 14TH ST",10009,"American"
"4695","FAIRFIELD INN & SUITES NEW YORK MANHATTAN FINANCIAL DISTRICT","161","FRONT ST",10038,"Continental"
"4696","ZURUTTO RAMEN & GYOZA BAR","142","W 72ND ST",10023,"Japanese"
"4697","OAXACA TAQUERIA","424","AMSTERDAM AVENUE",10024,"Mexican"
"4698","UPTOWN SLICES","272","W 135 STREET",10030,"Pizza"
"4699","PICCOLO CAFE","238","MADISON AVENUE",10016,"Italian"
"4700","GROUND CENTRAL COFFEE COMPANY","155","EAST 52 STREET",10022,"Caf̩/Coffee/Tea"
"4701","CAFFE REGGIO","119","MAC DOUGAL STREET",10012,"Italian"
"4702","PAPAYA DOG","333","6TH AVE",10014,"Hotdogs"
"4703","MIDPOINT BISTRO","40","W 45TH ST",10036,"American"
"4704","POCHA 32","15","WEST 32 STREET",10001,"Korean"
"4705","OFF THE WAGON","109","MACDOUGAL STREET",10012,"American"
"4706","ACCRA RESTAURANT","2065","7 AVENUE",10027,"African"
"4707","PAIN D'EPICES","104","WEST   70 STREET",10023,"Bakery"
"4708","KAHUNA WAVE","43","CLINTON ST",10002,"Other"
"4709","RESTAURANTE ECUATORIANO GENESIS","538","WEST  207 STREET",10034,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4710","CAFFE ROMA","385","BROOME STREET",10013,"Bakery"
"4711","CAFE NOI","387","AMSTERDAM AVE",10024,"Caf̩/Coffee/Tea"
"4712","HAPPY STAR BAKERY","160","EAST BROADWAY",10002,"Bakery"
"4713","WIMPY'S RESTAURANT","1232","ST NICHOLAS AVENUE",10032,"American"
"4714","STARBUCKS","822","LEXINGTON AVENUE",10065,"American"
"4715","LE PAIN QUOTIDIEN","1309","LEXINGTON AVENUE",10128,"Sandwiches"
"4716","THE CROOKED KNIFE","27-39","EAST 30 STREET",10016,"American"
"4717","CHINA WOK","199","E 3RD ST",10009,"Chinese"
"4718","NGAM","99","3 AVENUE",10003,"Thai"
"4719","BAR BOLONAT","611","HUDSON ST",10014,"Mediterranean"
"4720","TOLOACHE","0","BROADWAY PLAZA",10019,"Other"
"4721","GYM SPORTS BAR","167","8 AVENUE",10011,"American"
"4722","EUROPAN CAFE","672","8 AVENUE",10036,"Sandwiches/Salads/Mixed Buffet"
"4723","ANGELA'S SANDWICH SHOP","1428","6 AVENUE",10019,"Delicatessen"
"4724","BARRAGE","401","WEST   47 STREET",10036,"American"
"4725","ARGO TEA CAFE","949","BROADWAY",10010,"Caf̩/Coffee/Tea"
"4726","IL FORNO PIZZERIA RESTAURANT","343","2ND AVE",10003,"Pizza"
"4727","OSCAR'S PLACE","466","HUDSON ST",10014,"English"
"4728","KELLY'S","12","AVENUE A",10009,"Irish"
"4729","JOHN'S PIZZA","260","WEST   44 STREET",10036,"Pizza"
"4730","HUGHES HUBBARD & REED LLP","1","BATTERY PARK PLAZA",10004,"American"
"4731","BENVENUTO CAFE","189","FRANKLIN STREET",10013,"American"
"4732","SERAFINA AT TIME HOTEL","224","WEST 49 STREET",10019,"Italian"
"4733","THE PENROSE","1590","2 AVENUE",10028,"American"
"4734","HARLEM FOOD CT","66","W 116TH ST",10026,"American"
"4735","CAFE MOFONGO","316","WEST   39 STREET",10018,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)"
"4736","ODA HOUSE RESTAURANT","76","AVENUE B",10009,"Eastern European"
"4737","ZANNY'S CAFE","975","COLUMBUS AVENUE",10025,"American"
"4738","CIPRIANI 42ND STREET","110","EAST   42 STREET",10017,"Italian"
"4739","SCALETTA RISTORANTE","50","WEST   77 STREET",10024,"Italian"
"4740","WAHI DINER","3915","BROADWAY",10032,"American"
"4741","PRIME ONE 16","2257","FIRST AVENUE",10029,"American"
"4742","HIROSHI JAPANESE RESTAURANT","585","3 AVENUE",10016,"Japanese"
"4743","TOBY'S ESTATE COFFEE","160","5 AVENUE",10010,"Caf̩/Coffee/Tea"
"4744","SPICE","236","8 AVENUE",10011,"Thai"
"4745","BLUE BOTTLE COFFEE","0","HIGH LINE PARK W 15TH ST",10011,"Caf̩/Coffee/Tea"
"4746","Patea","135","MOTT STREET",10013,"Caf̩/Coffee/Tea"
"4747","FLORIDITA BAKERY","4187","BROADWAY",10033,"Bakery"
"4748","LITTLE ITALY PIZZA/PAPAYA DOG","2","EAST   33 STREET",10016,"Pizza/Italian"
"4749","JACK AND FANNY'S","1591","2ND AVE",10028,"American"
"4750","DOMODOMO","138","W HOUSTON ST",10012,"Japanese"
"4751","DORADO","28","EAST   12 STREET",10003,"Tex-Mex"
"4752","POMODORO","518","9 AVENUE",10018,"Italian"
"4753","ROCKY'S","304","W 14TH ST",10014,"Pizza"
"4754","JAVELINA","119","E 18TH ST",10003,"Mexican"
"4755","GREEN LIFE JUICE BAR","311","E 76TH ST",10021,"Juice, Smoothies, Fruit Salads"
"4756","EMACK & BOLIO'S","389","AMSTERDAM AVENUE",10024,"Ice Cream, Gelato, Yogurt, Ices"
"4757","ROCKY'S BAR & RESTAURANT","460","W 34TH ST",10001,"Pizza/Italian"
"4758","THE LONG HALL","58","E 34TH ST",10016,"American"
"4759","PRET A MANGER","437","5TH AVE",10016,"Sandwiches/Salads/Mixed Buffet"
"4760","UNION SQUARE CAFE/ DAILY PROVISIONS","101","E 19TH ST",10003,"American"
"4761","ZARO'S BREAD BASKET","501","7 AVENUE",10018,"Bakery"
"4762","LILLY'S CRAFT AND KITCHEN","675B","9TH AVE",10036,"American"
"4763","BIRCH COFFEE","56","7 AVENUE",10011,"Caf̩/Coffee/Tea"
"4764","STARBUCKS","219","1 AVENUE",10003,"Caf̩/Coffee/Tea"
"4765","MUSCLE MAKER GRILL","10","MURRAY ST",10007,"American"
"4766","FAMOUS FAMIGLIA PIZZERIA","26","MURRAY STREET",10007,"Pizza"
"4767","LUCE RESTAURANT & ENOTECA","2014","BROADWAY",10023,"Italian"
"4768","TRAILER PARK LOUNGE","271","WEST   23 STREET",10011,"American"
"4769","DOMINO'S","16A","W 8TH ST",10011,"Pizza"
"4770","DIG INN SEASONAL MARKET","150","EAST   52 STREET",10022,"American"
"4771","THE DUTCH","131","SULLIVAN STREET",10012,"American"
"4772","L&W OYSTER CO.","254","5 AVENUE",10001,"Seafood"
"4773","ANTHONY CAFE","73","2ND AVE",10003,"American"
"4774","DELICE & SARRASIN","20","CHRISTOPHER ST",10014,"French"
"4775","HAMPTON INN EMPIRE STATE BUILDING","59","WEST   35 STREET",10001,"American"
"4776","MAIDEN LANE","162","AVE B",10009,"American"
"4777","PIZZA BY CERTE","132","EAST   56 STREET",10022,"Pizza"
"4778","1020 BAR","1020","AMSTERDAM AVENUE",10025,"American"
"4779","BLIND PIG","233","EAST   14 STREET",10003,"American"
"4780","RUSS & DAUGHTERS CAFE","127","ORCHARD ST",10002,"American"
"4781","ATOYAMA SUSHI","11","WEST   36 STREET",10018,"Asian"
"4782","LA GOURMET","111","EAST   58 STREET",10022,"American"
"4783","DEB'S CATERING","3","MADISON ST",10038,"American"
"4784","BAKERY MOCANA","1540","SAINT NICHOLAS AVE",10040,"Bakery"
"4785","XI'AN FAMOUS FOOD","68","KENMARE ST",10012,"Chinese"
"4786","THEATER ROW DINER","424","WEST   42 STREET",10036,"American"
"4787","EMPIRE STEAK HOUSE","151","E 50TH ST",10022,"American"
"4788","CHINATOWN TAI PAN BAKERY","194","CANAL ST",10013,"Bakery"
"4789","SUBWAY","3419","BROADWAY",10031,"Sandwiches"
"4790","JIMBO'S HAMBURGER","2027","LEXINGTON AVE",10035,"Hamburgers"
"4791","DIMES","143","DIVISION STREET",10002,"American"
"4792","MCDONALDS","608","W 207TH ST",10034,"American"
"4793","RAINES LAW ROOM","48","WEST   17 STREET",10011,"American"
"4794","DEAR IRVING","55","IRVING PL",10003,"American"
"4795","GUCKENHEIMER @ TWITTER CAFE","245","W 17TH ST",10011,"American"
"4796","RED OLIVE","660","LEXINGTON AVENUE",10022,"American"
"4797","KUBEH","464","AVENUE OF THE AMERICAS",10011,"Middle Eastern"
"4798","RED HOUSE","203","E 14TH ST",10003,"Chinese"
"4799","COFFEE TIME","1045","SAINT NICHOLAS AVE",10032,"Bakery"
"4800","SACCO PIZZA","819","9 AVENUE",10019,"Pizza"
