"","CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","INSPECTION.DATE","ACTION","VIOLATION.CODE","VIOLATION.DESCRIPTION","CRITICAL.FLAG","SCORE","GRADE","GRADE.DATE","RECORD.DATE","INSPECTION.TYPE"
"3961",50058819,"FAMOUS FAMIGLIA PIZZA","MANHATTAN","1248","LEXINGTON AVE","10028","2127377777","Pizza/Italian",43067,"Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",18,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"3962",41300526,"ISABELLA'S","MANHATTAN","359","COLUMBUS AVENUE","10024","2127242100","American",41708,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",12,"A",41708,43138,"Cycle Inspection / Initial Inspection"
"3963",50043640,"JEF CHINESE","MANHATTAN","913","2ND AVE","10017","2122230888","Chinese",42569,"Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",21,"B",42569,43138,"Cycle Inspection / Re-inspection"
"3964",40584877,"ROOSEVELT GOURMET DELI","MANHATTAN","460","WEST   57 STREET","10019","2122452791","Delicatessen",42639,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",12,"A",42639,43138,"Cycle Inspection / Initial Inspection"
"3965",40799123,"STARBUCKS","MANHATTAN","230","PARK AVENUE","10017","2126819407","CafÃ©/Coffee/Tea",42317,"Violations were cited in the following area(s).","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",32,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"3966",50048540,"LA COLOMBE","MANHATTAN","154","PRINCE ST","10012","6466907334","CafÃ©/Coffee/Tea",42534,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",6,NA,NA,43138,"Pre-permit (Non-operational) / Initial Inspection"
"3967",50002451,"YUMMY KITCHEN/CHEUNG WONG KITCHEN","MANHATTAN","38","ALLEN STREET","10002","2123432373","Chinese",41780,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,"A",41780,43138,"Cycle Inspection / Initial Inspection"
"3968",50008301,"VERO","MANHATTAN","1483","2ND AVE","10075","2124523354","Italian",42843,"Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",7,"A",42843,43138,"Cycle Inspection / Re-inspection"
"3969",50046536,"PITA GRILL","MANHATTAN","441","3RD AVE","10016","2126833008","Mediterranean",42604,"Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",63,NA,NA,43138,"Pre-permit (Operational) / Re-inspection"
"3970",50035766,"SMASHBURGER","MANHATTAN","10","W 33RD ST","10001","6466926445","American",42849,"Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",12,"A",42849,43138,"Cycle Inspection / Initial Inspection"
"3971",40708523,"IL POSTO ACCANTO","MANHATTAN","190","EAST    2 STREET","10009","2122280977","Italian",43052,"Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",11,"A",43052,43138,"Cycle Inspection / Re-inspection"
"3972",50048250,"LOTTE NEW YORK PALACE -POMME PALAIS","MANHATTAN","455","MADISON AVE","10022","2123037755","French",42662,"Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,"A",42662,43138,"Pre-permit (Operational) / Initial Inspection"
"3973",41478531,"THE RED LION","MANHATTAN","151","BLEECKER STREET","10012","2122609797","American",42860,"Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",16,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"3974",41637456,"XING DRAGON","MANHATTAN","305","EAST  115 STREET","10029","2128603232","Chinese",42933,"Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",9,"A",42933,43138,"Cycle Inspection / Initial Inspection"
"3975",41191334,"EAST VILLAGE PIZZA AND KEBAB","MANHATTAN","145","1 AVENUE","10003","2125294545","Pizza",42670,"Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",54,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"3976",40401583,"EL REY DE LA CARIDAD","MANHATTAN","973","AMSTERDAM AVENUE","10025","2122227383","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",43034,"Violations were cited in the following area(s).","02B","Hot food item not held at or above 140Âº F.","Critical",17,"B",43034,43138,"Cycle Inspection / Re-inspection"
"3977",41406255,"TACO BELL, KFC","MANHATTAN","3645","BROADWAY","10031","2124919151","Tex-Mex",42408,"Violations were cited in the following area(s).","20F","Current letter grade card not posted.","Not Critical",NA,NA,NA,43138,"Administrative Miscellaneous / Re-inspection"
"3978",41504787,"NO.1 KITCHEN","MANHATTAN","265","1 AVENUE","10003","2125290539","Chinese",42310,"Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",26,"B",42310,43138,"Cycle Inspection / Re-inspection"
"3979",50015564,"ST GEORGE TAVERN RESTAURANT & BAR","MANHATTAN","103","WASHINGTON ST","10006","2122409868","Asian",42692,"Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical",25,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"3980",40424780,"MANNA ONE BAKERY","MANHATTAN","27","CATHERINE STREET","10038","2126087551","Bakery",42936,"Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical",26,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"3981",50047631,"SUBWAY","MANHATTAN","111","BROADWAY","10006","2122276323","Sandwiches/Salads/Mixed Buffet",42493,"Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical",28,NA,NA,43138,"Pre-permit (Operational) / Initial Inspection"
"3982",40369521,"KNICKERBOCKER BAR & GRILL","MANHATTAN","33","UNIVERSITY PLACE","10003","2122288490","American",42164,"Violations were cited in the following area(s).","22C","Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","Not Critical",NA,NA,NA,43138,"Administrative Miscellaneous / Initial Inspection"
"3983",40976304,"ART BAR","MANHATTAN","52","8 AVENUE","10014","2127270244","American",42213,"Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility_x001A_s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical",12,"A",42213,43138,"Cycle Inspection / Re-inspection"
"3984",41312472,"X CAFFE","MANHATTAN","3952","BROADWAY","10032","2125431999","CafÃ©/Coffee/Tea",42578,"Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical",10,"A",42578,43138,"Cycle Inspection / Initial Inspection"
"3985",41543097,"RUBBY PIZZERIA RESTAURANT","MANHATTAN","862","10 AVENUE","10019","2127573707","Pizza",41934,"Violations were cited in the following area(s).","08C","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.","Not Critical",12,"A",41934,43138,"Cycle Inspection / Initial Inspection"
"3986",40375376,"AGRA RESTAURANT","MANHATTAN","807","LEXINGTON AVENUE","10065","2123088281","Indian",42802,"Violations were cited in the following area(s).","04C","Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.","Critical",28,"C",42802,43138,"Cycle Inspection / Re-inspection"
"3987",41690369,"EXTREME BLENDZ (CRUNCH)","MANHATTAN","250","WEST   54 STREET","10019","2123077760","Juice, Smoothies, Fruit Salads",42635,"Violations were cited in the following area(s).","04J","Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.","Critical",13,"A",42635,43138,"Cycle Inspection / Initial Inspection"
"3988",41396241,"KITCHEN PROVANCE","MANHATTAN","55","WEST   38 STREET","10018","2128692561","American",42482,"Violations were cited in the following area(s).","02G","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.","Critical",49,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"3989",50006583,"99 FAVOR TASTE","MANHATTAN","285","GRAND ST","10002","6466829122","Chinese",42954,"Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",16,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"3990",41305588,"BUNNY DELI","MANHATTAN","1522","ST NICHOLAS AVENUE","10033","2127813303","Delicatessen",42824,"Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical",20,NA,NA,43138,"Cycle Inspection / Initial Inspection"
"3991",40526406,"CLUB MACANUDO (CIGAR BAR)","MANHATTAN","26","EAST   63 STREET","10065","2127528200","American",42488,"Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical",11,"A",42488,43138,"Cycle Inspection / Initial Inspection"
"3992",50043193,"NOCCIOLA PIZZERIA","MANHATTAN","123","E 110TH ST","10029","6465901438","Pizza",42817,"Violations were cited in the following area(s).","06C","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical",13,"A",42817,43138,"Cycle Inspection / Initial Inspection"
"3993",50046879,"FOLLIA","MANHATTAN","179","3RD AVE","10003","2124774100","Italian",42731,"Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical",10,"A",42731,43138,"Cycle Inspection / Initial Inspection"
